stadiums_key,CITY,TEAM,ROOF_TYPE,CAPACITY,LATITUDE,LONGITUDE,REGION,COLOR1,SCHEDULE DATE,SCHEDULE SEASON,HOME SCORE,AWAY SCORE,STADIUM,WIN_LOSS,Temperature,Weather,Code
Houston-42631,Houston,Houston Texans,Retractable,71500,29.68493,-95.41092,South,darkred,9/18/2016,2016,19,12,Reliant Stadium,W,99,Partly cloudy,116
Houston-42645,Houston,Houston Texans,Retractable,71500,29.68493,-95.41092,South,darkred,10/2/2016,2016,27,20,Reliant Stadium,W,83,Cloudy,119
Houston-42659,Houston,Houston Texans,Retractable,71500,29.68493,-95.41092,South,darkred,10/16/2016,2016,26,23,Reliant Stadium,W,91,Clear,113
Houston-42673,Houston,Houston Texans,Retractable,71500,29.68493,-95.41092,South,darkred,10/30/2016,2016,20,13,Reliant Stadium,W,90,Clear,113
Houston-42701,Houston,Houston Texans,Retractable,71500,29.68493,-95.41092,South,darkred,11/27/2016,2016,13,21,Reliant Stadium,L,71,Clear,113
Houston-42722,Houston,Houston Texans,Retractable,71500,29.68493,-95.41092,South,darkred,12/18/2016,2016,21,20,Reliant Stadium,W,30,Overcast,122
Houston-42728,Houston,Houston Texans,Retractable,71500,29.68493,-95.41092,South,darkred,12/24/2016,2016,12,10,Reliant Stadium,W,77,Overcast,122
Green Bay-42267,Green Bay,Green Bay Packers,Open,72928,44.50117,-88.06223,Midwest,gold,9/20/2015,2015,27,17,Lambeau Field,W,67,Clear,113
Green Bay-42275,Green Bay,Green Bay Packers,Open,72928,44.50117,-88.06223,Midwest,gold,9/28/2015,2015,38,28,Lambeau Field,W,77,Moderate or heavy rain shower,356
Green Bay-42288,Green Bay,Green Bay Packers,Open,72928,44.50117,-88.06223,Midwest,gold,10/11/2015,2015,24,10,Lambeau Field,W,69,Clear,113
Green Bay-42295,Green Bay,Green Bay Packers,Open,72928,44.50117,-88.06223,Midwest,gold,10/18/2015,2015,27,20,Lambeau Field,W,46,Clear,113
Green Bay-42323,Green Bay,Green Bay Packers,Open,72928,44.50117,-88.06223,Midwest,gold,11/15/2015,2015,16,18,Lambeau Field,L,49,Clear,113
Green Bay-42334,Green Bay,Green Bay Packers,Open,72928,44.50117,-88.06223,Midwest,gold,11/26/2015,2015,13,17,Lambeau Field,L,33,Light rain,296
Green Bay-42351,Green Bay,Green Bay Packers,Open,72928,44.50117,-88.06223,Midwest,gold,12/13/2015,2015,28,7,Lambeau Field,W,47,Heavy rain,308
Green Bay-42372,Green Bay,Green Bay Packers,Open,72928,44.50117,-88.06223,Midwest,gold,1/3/2016,2015,13,20,Lambeau Field,L,19,Overcast,122
Green Bay-42638,Green Bay,Green Bay Packers,Open,72928,44.50117,-88.06223,Midwest,gold,9/25/2016,2016,34,27,Lambeau Field,W,68,Light rain shower,353
Green Bay-42652,Green Bay,Green Bay Packers,Open,72928,44.50117,-88.06223,Midwest,gold,10/9/2016,2016,23,16,Lambeau Field,W,54,Clear,113
Green Bay-42659,Green Bay,Green Bay Packers,Open,72928,44.50117,-88.06223,Midwest,gold,10/16/2016,2016,16,30,Lambeau Field,L,63,Overcast,122
Green Bay-42663,Green Bay,Green Bay Packers,Open,72928,44.50117,-88.06223,Midwest,gold,10/20/2016,2016,26,10,Lambeau Field,W,48,Clear,113
Green Bay-42680,Green Bay,Green Bay Packers,Open,72928,44.50117,-88.06223,Midwest,gold,11/6/2016,2016,26,31,Lambeau Field,L,60,Clear,113
Green Bay-42708,Green Bay,Green Bay Packers,Open,72928,44.50117,-88.06223,Midwest,gold,12/4/2016,2016,21,13,Lambeau Field,W,27,Moderate snow,332
Green Bay-42715,Green Bay,Green Bay Packers,Open,72928,44.50117,-88.06223,Midwest,gold,12/11/2016,2016,38,10,Lambeau Field,W,25,Light snow,326
Green Bay-42728,Green Bay,Green Bay Packers,Open,72928,44.50117,-88.06223,Midwest,gold,12/24/2016,2016,38,25,Lambeau Field,W,29,Fog,248
